epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
1,50,1.726,0.274,71.321,1.693,0.362,356.841
1,100,1.705,0.298,95.499,1.709,0.362,374.771
1,150,1.718,0.266,95.516,1.695,0.362,379.634
1,200,1.716,0.278,95.554,1.719,0.156,378.746
1,250,1.718,0.267,95.357,1.697,0.362,377.553
1,300,1.714,0.291,95.475,1.688,0.363,375.186
1,350,1.713,0.287,95.512,1.708,0.363,376.678
1,400,1.652,0.377,95.275,1.597,0.446,378.646
1,450,1.592,0.451,95.401,1.577,0.466,379.807
1,500,1.581,0.461,95.290,1.579,0.464,375.989
1,550,1.571,0.471,95.379,1.581,0.462,377.330
2,600,1.549,0.493,84.450,1.576,0.465,377.509
2,650,1.577,0.465,95.331,1.574,0.468,377.725
2,700,1.576,0.465,95.372,1.571,0.469,377.032
2,750,1.571,0.469,95.275,1.572,0.470,380.201
2,800,1.574,0.468,95.410,1.567,0.472,377.360
2,850,1.570,0.468,95.450,1.580,0.463,374.720
2,900,1.554,0.484,95.483,1.535,0.517,378.588
2,950,1.561,0.477,95.275,1.530,0.511,376.415
2,1000,1.544,0.497,95.347,1.550,0.493,377.368
2,1050,1.553,0.488,95.427,1.575,0.467,378.073
2,1100,1.545,0.497,95.330,1.488,0.552,378.716
3,1150,1.561,0.481,92.509,1.571,0.472,377.604
3,1200,1.576,0.467,95.458,1.567,0.475,375.862
3,1250,1.574,0.467,95.231,1.565,0.477,376.126
3,1300,1.547,0.493,95.290,1.484,0.558,378.799
3,1350,1.500,0.542,95.203,1.460,0.582,377.840
3,1400,1.497,0.544,95.259,1.492,0.549,375.380
3,1450,1.514,0.526,95.338,1.445,0.595,378.674
3,1500,1.495,0.546,95.349,1.469,0.572,378.806
3,1550,1.504,0.537,95.214,1.452,0.589,378.592
3,1600,1.498,0.543,95.209,1.501,0.540,375.991
3,1650,1.506,0.535,95.203,1.449,0.591,378.762
4,1700,1.494,0.547,91.945,1.480,0.561,376.077
4,1750,1.489,0.552,95.164,1.451,0.590,377.852
4,1800,1.481,0.560,95.328,1.434,0.607,379.434
4,1850,1.492,0.549,95.260,1.426,0.615,377.535
4,1900,1.466,0.575,95.221,1.488,0.554,375.437
4,1950,1.491,0.550,95.210,1.451,0.590,377.466
4,2000,1.486,0.554,95.341,1.436,0.605,378.043
4,2050,1.479,0.562,95.105,1.438,0.603,377.552
4,2100,1.478,0.563,95.362,1.416,0.626,380.450
4,2150,1.479,0.563,95.381,1.426,0.615,375.971
4,2200,1.500,0.541,95.097,1.494,0.547,378.476
5,2250,1.537,0.505,93.651,1.564,0.479,379.730
5,2300,1.566,0.477,95.276,1.570,0.473,379.068
5,2350,1.574,0.468,95.382,1.558,0.484,376.526
5,2400,1.558,0.484,95.322,1.545,0.497,376.922
5,2450,1.549,0.492,95.370,1.516,0.525,376.779
5,2500,1.555,0.486,95.319,1.529,0.511,381.311
5,2550,1.533,0.505,95.398,1.521,0.519,378.476
5,2600,1.526,0.515,95.271,1.498,0.541,381.447
5,2650,1.483,0.558,95.235,1.420,0.621,377.493
5,2700,1.468,0.573,95.271,1.419,0.623,379.140
5,2750,1.478,0.563,95.212,1.445,0.597,380.626
6,2800,1.471,0.570,92.838,1.414,0.627,378.644
6,2850,1.465,0.576,95.380,1.409,0.633,375.334
