epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
6,2800,1.489,0.551,91.996,1.458,0.582,376.255
6,2850,1.478,0.562,94.878,1.430,0.611,377.091
6,2900,1.501,0.539,95.030,1.455,0.586,374.279
6,2950,1.487,0.553,95.024,1.425,0.616,374.963
6,3000,1.479,0.562,95.023,1.465,0.575,375.732
6,3050,1.478,0.562,95.081,1.447,0.593,373.994
6,3100,1.472,0.569,94.993,1.434,0.606,375.764
6,3150,1.481,0.559,95.034,1.430,0.611,375.185
6,3200,1.477,0.563,95.057,1.448,0.593,375.988
6,3250,1.473,0.567,94.896,1.405,0.636,374.531
6,3300,1.450,0.591,94.978,1.427,0.614,372.882
7,3350,1.476,0.565,92.759,1.407,0.634,371.231
7,3400,1.465,0.576,94.945,1.409,0.632,377.240
7,3450,1.467,0.573,95.056,1.422,0.619,376.361
7,3500,1.465,0.576,94.991,1.416,0.624,377.068
7,3550,1.478,0.562,95.074,1.420,0.620,372.935
7,3600,1.453,0.588,95.016,1.419,0.621,373.961
7,3650,1.474,0.566,94.960,1.410,0.631,378.539
7,3700,1.454,0.586,94.908,1.423,0.617,377.097
7,3750,1.455,0.586,95.016,1.430,0.611,374.924
7,3800,1.460,0.581,94.921,1.399,0.643,373.262
7,3850,1.462,0.579,95.061,1.438,0.602,375.349
8,3900,1.456,0.585,92.294,1.416,0.624,377.148
8,3950,1.453,0.587,95.037,1.400,0.640,375.035
8,4000,1.453,0.587,94.916,1.410,0.630,377.616
8,4050,1.464,0.577,94.834,1.407,0.634,374.897
8,4100,1.460,0.581,94.840,1.425,0.615,377.254
8,4150,1.446,0.595,94.935,1.417,0.624,376.372
8,4200,1.452,0.589,94.807,1.394,0.647,376.387
8,4250,1.471,0.569,95.009,1.402,0.639,374.097
8,4300,1.465,0.576,95.016,1.413,0.628,376.145
8,4350,1.454,0.586,94.855,1.397,0.644,375.936
8,4400,1.457,0.584,94.877,1.406,0.635,377.474
9,4450,1.450,0.590,92.591,1.396,0.646,376.724
9,4500,1.445,0.596,94.871,1.401,0.640,377.505
9,4550,1.456,0.586,94.922,1.404,0.637,375.184
9,4600,1.444,0.596,95.027,1.389,0.652,374.836
9,4650,1.450,0.590,94.991,1.407,0.633,375.269
9,4700,1.444,0.597,94.964,1.427,0.614,376.274
9,4750,1.446,0.595,94.947,1.405,0.636,376.584
9,4800,1.446,0.596,94.937,1.392,0.649,376.374
9,4850,1.442,0.599,94.924,1.393,0.647,375.841
9,4900,1.453,0.588,94.961,1.403,0.638,377.268
9,4950,1.447,0.594,94.974,1.418,0.622,374.939
10,5000,1.459,0.582,92.508,1.414,0.627,376.663
