epoch,iter,trn_BCE,trn_OAcc,trn_FPS,val_BCE,val_OAcc,val_FPS
4,4000,0.187,0.925,62.498,0.199,0.920,361.938
4,4050,0.182,0.927,62.371,0.198,0.921,366.519
4,4100,0.176,0.929,62.424,0.199,0.920,364.407
4,4150,0.170,0.932,62.356,0.200,0.920,366.012
4,4200,0.173,0.931,62.437,0.212,0.915,365.561
4,4250,0.183,0.927,62.453,0.213,0.914,362.967
4,4300,0.181,0.929,62.452,0.203,0.918,367.495
4,4350,0.185,0.926,62.467,0.210,0.915,363.879
5,4400,0.179,0.929,61.209,0.207,0.917,363.772
5,4450,0.178,0.929,62.438,0.203,0.919,366.301
5,4500,0.171,0.932,62.461,0.196,0.922,368.742
5,4550,0.176,0.930,62.396,0.199,0.920,367.139
5,4600,0.172,0.932,62.433,0.202,0.919,368.370
5,4650,0.166,0.934,62.419,0.197,0.921,366.188
5,4700,0.175,0.930,62.483,0.194,0.922,366.603
5,4750,0.169,0.933,62.457,0.191,0.923,364.649
5,4800,0.167,0.933,62.498,0.200,0.921,365.843
5,4850,0.169,0.933,62.486,0.197,0.921,368.266
5,4900,0.164,0.935,62.486,0.193,0.923,364.254
5,4950,0.169,0.932,62.482,0.206,0.916,367.216
5,5000,0.185,0.927,62.460,0.207,0.916,367.633
