epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
4,4300,0.129,0.95,22.439,53.477,0.135,0.948,70.663,169.142
4,4350,0.134,0.948,22.305,53.801,0.133,0.949,70.738,168.962
4,4400,0.125,0.952,22.432,53.496,0.145,0.945,70.642,169.191
4,4450,0.125,0.952,22.437,53.483,0.127,0.951,70.618,169.248
4,4500,0.126,0.95,22.505,53.32,0.13,0.951,70.646,169.181
4,4550,0.133,0.949,22.473,53.398,0.13,0.95,70.755,168.922
4,4600,0.128,0.951,22.321,53.761,0.129,0.951,70.843,168.71
4,4650,0.127,0.952,22.34,53.714,0.128,0.951,70.749,168.936
5,4700,0.124,0.951,22.583,53.137,0.125,0.952,70.589,169.318
5,4750,0.121,0.953,22.36,53.668,0.13,0.951,70.651,169.17
5,4800,0.124,0.953,22.374,53.635,0.132,0.949,70.832,168.738
5,4850,0.116,0.955,22.383,53.612,0.131,0.95,70.6,169.292
5,4900,0.12,0.954,22.417,53.53,0.145,0.945,70.486,169.566
5,4950,0.126,0.951,22.511,53.308,0.132,0.949,70.587,169.323
5,5000,0.135,0.948,22.536,53.247,0.136,0.948,70.642,169.191
