epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
1,100,0.497,0.805,46.1,52.06,0.359,0.898,47.154,168.977
1,200,0.326,0.864,44.037,54.5,0.263,0.892,48.36,164.764
1,300,0.27,0.889,44.797,53.575,0.296,0.875,48.819,163.214
1,400,0.251,0.9,44.993,53.342,0.226,0.91,49.18,162.017
1,500,0.246,0.901,45.207,53.09,0.275,0.887,49.076,162.36
1,600,0.253,0.897,45.316,52.962,0.249,0.9,48.962,162.739
1,700,0.237,0.906,45.263,53.023,0.26,0.896,48.889,162.983
1,800,0.222,0.912,45.077,53.243,0.209,0.918,48.665,163.733
1,900,0.212,0.915,44.867,53.491,0.226,0.908,48.6,163.95
2,1000,0.212,0.916,44.91,53.44,0.202,0.92,48.584,164.004
2,1100,0.192,0.925,44.837,53.527,0.192,0.924,48.681,163.679
2,1200,0.193,0.924,44.791,53.583,0.191,0.925,48.541,164.151
2,1300,0.186,0.927,44.902,53.45,0.185,0.927,48.521,164.217
2,1400,0.186,0.928,44.854,53.507,0.175,0.931,48.684,163.666
2,1500,0.176,0.931,44.862,53.497,0.195,0.925,48.684,163.669
2,1600,0.184,0.928,45.073,53.247,0.195,0.923,48.759,163.416
2,1700,0.173,0.932,45.18,53.12,0.174,0.935,48.806,163.257
2,1800,0.177,0.931,45.144,53.163,0.169,0.934,48.823,163.202
2,1900,0.177,0.93,45.053,53.271,0.167,0.934,48.842,163.137
3,2000,0.176,0.931,45.393,52.871,0.181,0.93,48.975,162.695
3,2100,0.169,0.934,45.353,52.919,0.166,0.935,48.971,162.708
3,2200,0.164,0.937,45.117,53.196,0.17,0.934,49.178,162.025
3,2300,0.167,0.936,45.185,53.115,0.18,0.93,48.988,162.652
3,2400,0.162,0.937,45.339,52.935,0.154,0.94,48.976,162.692
3,2500,0.158,0.937,45.288,52.994,0.155,0.94,49.046,162.46
3,2600,0.156,0.94,45.385,52.88,0.147,0.943,48.91,162.91
3,2700,0.152,0.941,45.127,53.183,0.166,0.934,49.08,162.347
3,2800,0.153,0.94,45.233,53.058,0.155,0.94,49.044,162.465
3,2900,0.159,0.939,45.075,53.244,0.177,0.93,48.779,163.349
4,3000,0.156,0.94,45.326,52.95,0.17,0.932,48.875,163.028
4,3100,0.145,0.943,45.069,53.252,0.153,0.94,48.679,163.684
4,3200,0.15,0.942,45.041,53.284,0.154,0.939,48.81,163.244
4,3300,0.145,0.944,45.068,53.253,0.141,0.946,48.764,163.399
4,3400,0.145,0.944,44.975,53.363,0.148,0.941,48.748,163.454
4,3500,0.142,0.945,45.081,53.237,0.146,0.943,48.665,163.731
4,3600,0.139,0.946,45.036,53.291,0.14,0.944,48.73,163.512
4,3700,0.148,0.942,45.095,53.221,0.143,0.945,48.656,163.763
4,3800,0.146,0.943,45.032,53.295,0.167,0.935,48.774,163.364
4,3900,0.148,0.942,44.957,53.384,0.137,0.947,48.783,163.335
5,4000,0.146,0.943,45.29,52.991,0.137,0.948,48.576,164.03
5,4100,0.136,0.948,44.908,53.443,0.138,0.947,48.616,163.897
5,4200,0.131,0.95,44.95,53.392,0.146,0.943,48.878,163.016
5,4300,0.137,0.946,45.077,53.242,0.135,0.948,48.733,163.505
5,4400,0.135,0.948,45.045,53.28,0.134,0.948,48.636,163.828
5,4500,0.129,0.95,44.891,53.463,0.157,0.939,48.793,163.303
5,4600,0.14,0.946,44.88,53.476,0.142,0.945,48.749,163.449
5,4700,0.127,0.95,44.826,53.54,0.131,0.949,48.727,163.525
5,4800,0.131,0.95,44.993,53.342,0.134,0.948,48.728,163.52
5,4900,0.131,0.949,44.956,53.385,0.128,0.951,48.724,163.532
6,5000,0.125,0.951,45.192,53.107,0.128,0.951,48.772,163.374
6,5100,0.124,0.953,45.042,53.283,0.139,0.945,48.879,163.016
6,5200,0.128,0.951,45.007,53.325,0.134,0.948,48.839,163.147
6,5300,0.12,0.953,45.042,53.283,0.142,0.945,48.707,163.592
6,5400,0.121,0.953,45.023,53.306,0.149,0.942,48.659,163.753
6,5500,0.121,0.953,45.169,53.133,0.13,0.95,48.68,163.682
6,5600,0.119,0.954,45.1,53.215,0.126,0.952,48.645,163.799
