epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
1,50,1.44,0.687,20.819,57.641,1.023,0.757,59.016,202.52
1,100,0.609,0.785,18.948,63.332,0.456,0.82,59.602,200.531
1,150,0.409,0.84,19.36,61.983,0.401,0.829,60.44,197.75
1,200,0.358,0.855,19.493,61.562,0.336,0.869,60.709,196.874
1,250,0.332,0.867,19.554,61.369,0.338,0.855,60.855,196.401
1,300,0.317,0.874,19.66,61.038,0.284,0.888,61.079,195.681
1,350,0.298,0.882,19.584,61.273,0.318,0.864,61.226,195.212
1,400,0.268,0.895,19.687,60.954,0.277,0.888,61.236,195.178
1,450,0.286,0.886,19.675,60.99,0.283,0.889,61.301,194.973
1,500,0.265,0.895,19.604,61.212,0.241,0.906,61.256,195.115
1,550,0.258,0.898,19.742,60.784,0.256,0.9,61.273,195.06
1,600,0.24,0.904,19.818,60.551,0.241,0.906,61.242,195.159
1,650,0.243,0.904,19.662,61.032,0.223,0.912,61.286,195.019
1,700,0.231,0.908,19.768,60.703,0.225,0.913,61.218,195.238
1,750,0.237,0.908,19.675,60.992,0.22,0.914,61.433,194.552
1,800,0.234,0.907,19.767,60.706,0.237,0.902,61.299,194.979
1,850,0.215,0.915,19.586,61.269,0.217,0.915,61.309,194.948
1,900,0.208,0.919,19.721,60.848,0.209,0.919,61.279,195.042
1,950,0.216,0.915,19.686,60.956,0.198,0.923,61.522,194.271
1,1000,0.211,0.916,19.559,61.352,0.202,0.921,61.573,194.111
1,1050,0.207,0.917,19.615,61.178,0.207,0.919,61.352,194.811
1,1100,0.205,0.918,19.735,60.807,0.204,0.921,61.393,194.679
1,1150,0.198,0.922,19.754,60.748,0.19,0.925,61.343,194.838
2,1200,0.21,0.919,19.95,60.151,0.23,0.908,61.297,194.984
2,1250,0.208,0.918,19.689,60.947,0.188,0.926,61.402,194.653
2,1300,0.189,0.926,19.665,61.023,0.189,0.925,61.424,194.582
2,1350,0.195,0.925,19.681,60.973,0.186,0.927,61.392,194.682
2,1400,0.197,0.922,19.731,60.819,0.19,0.926,61.344,194.836
2,1450,0.198,0.923,19.73,60.823,0.191,0.925,61.467,194.446
2,1500,0.185,0.927,19.569,61.322,0.182,0.932,61.42,194.593
2,1550,0.182,0.928,19.723,60.844,0.174,0.932,61.471,194.433
2,1600,0.173,0.932,19.655,61.054,0.172,0.934,61.335,194.864
2,1650,0.173,0.931,19.759,60.732,0.185,0.93,61.453,194.491
2,1700,0.175,0.932,19.66,61.038,0.175,0.931,61.322,194.904
2,1750,0.175,0.931,19.715,60.867,0.167,0.935,61.278,195.045
2,1800,0.182,0.929,19.885,60.348,0.167,0.935,61.211,195.261
2,1850,0.183,0.929,19.594,61.244,0.171,0.933,61.417,194.604
2,1900,0.176,0.929,19.668,61.012,0.174,0.932,61.332,194.874
2,1950,0.171,0.932,19.705,60.899,0.172,0.932,61.424,194.583
2,2000,0.175,0.932,19.723,60.844,0.204,0.919,61.144,195.473
2,2050,0.187,0.927,19.753,60.75,0.166,0.936,61.438,194.538
2,2100,0.164,0.936,19.786,60.65,0.16,0.938,61.272,195.063
2,2150,0.172,0.932,19.692,60.94,0.162,0.936,61.559,194.157
2,2200,0.164,0.936,19.713,60.873,0.158,0.939,61.42,194.594
2,2250,0.171,0.933,19.76,60.728,0.165,0.935,61.502,194.334
2,2300,0.168,0.934,19.642,61.094,0.169,0.934,61.299,194.98
3,2350,0.145,0.944,19.901,60.298,0.175,0.932,61.345,194.832
3,2400,0.164,0.935,19.833,60.505,0.156,0.939,61.222,195.225
3,2450,0.165,0.935,19.756,60.74,0.159,0.938,61.189,195.328
3,2500,0.157,0.938,19.799,60.608,0.159,0.939,61.258,195.109
3,2550,0.166,0.934,19.657,61.048,0.17,0.934,61.09,195.644
3,2600,0.159,0.939,19.73,60.822,0.158,0.94,61.007,195.913
3,2650,0.152,0.94,19.534,61.432,0.16,0.937,61.288,195.014
3,2700,0.144,0.943,19.727,60.832,0.153,0.94,60.872,196.346
3,2750,0.164,0.936,19.628,61.136,0.159,0.939,60.958,196.068
3,2800,0.164,0.936,19.661,61.035,0.165,0.938,60.98,195.999
3,2850,0.151,0.941,19.587,61.264,0.148,0.942,60.764,196.694
3,2900,0.147,0.943,19.658,61.043,0.155,0.939,60.98,195.998
3,2950,0.149,0.941,19.601,61.222,0.148,0.943,61.122,195.544
3,3000,0.152,0.941,19.597,61.235,0.148,0.942,61.227,195.209
3,3050,0.154,0.94,19.545,61.396,0.15,0.942,61.126,195.531
3,3100,0.162,0.938,19.55,61.382,0.162,0.938,61.124,195.536
3,3150,0.16,0.938,19.612,61.187,0.153,0.94,61.065,195.727
3,3200,0.141,0.945,19.542,61.407,0.147,0.942,61.154,195.442
3,3250,0.144,0.944,19.824,60.533,0.144,0.944,60.939,196.132
3,3300,0.166,0.937,19.607,61.203,0.156,0.94,61.218,195.236
3,3350,0.15,0.942,19.589,61.26,0.163,0.933,61.336,194.86
3,3400,0.151,0.941,19.687,60.954,0.146,0.942,61.128,195.525
3,3450,0.14,0.945,19.718,60.859,0.148,0.943,61.075,195.692
4,3500,0.139,0.947,19.866,60.404,0.144,0.944,61.277,195.048
4,3550,0.143,0.944,19.593,61.247,0.156,0.939,60.82,196.514
4,3600,0.14,0.946,19.299,62.18,0.142,0.946,60.246,198.386
4,3650,0.142,0.945,19.414,61.812,0.143,0.944,60.631,197.127
4,3700,0.13,0.949,19.429,61.764,0.152,0.94,60.913,196.214
4,3750,0.14,0.946,19.572,61.311,0.141,0.946,60.967,196.039
4,3800,0.141,0.945,19.595,61.241,0.144,0.943,60.993,195.958
4,3850,0.132,0.949,19.715,60.869,0.139,0.946,61.125,195.532
4,3900,0.147,0.942,19.607,61.202,0.151,0.94,61.354,194.805
4,3950,0.136,0.947,19.563,61.341,0.137,0.948,61.404,194.645
4,4000,0.126,0.951,19.669,61.008,0.141,0.945,61.384,194.709
4,4050,0.141,0.945,19.742,60.785,0.136,0.947,61.403,194.648
4,4100,0.147,0.943,19.674,60.995,0.154,0.939,61.341,194.845
