epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
1,50,1.726,0.278,70.819,1.694,0.362,361.696
1,100,1.704,0.302,95.632,1.708,0.362,380.787
1,150,1.718,0.270,95.555,1.695,0.362,380.600
1,200,1.716,0.274,95.383,1.720,0.156,379.086
1,250,1.718,0.266,95.532,1.696,0.362,377.397
1,300,1.714,0.291,95.411,1.687,0.363,379.074
1,350,1.713,0.288,95.669,1.710,0.363,378.602
1,400,1.709,0.295,95.594,1.680,0.363,379.560
1,450,1.716,0.275,95.553,1.693,0.362,380.092
1,500,1.712,0.293,95.621,1.690,0.363,377.910
1,550,1.714,0.292,95.654,1.698,0.363,379.472
2,600,1.706,0.274,85.474,1.698,0.362,379.254
2,650,1.716,0.284,95.498,1.699,0.363,380.599
2,700,1.717,0.286,95.602,1.693,0.362,375.295
2,750,1.715,0.261,95.435,1.703,0.363,377.017
2,800,1.712,0.291,95.623,1.683,0.362,380.175
2,850,1.716,0.271,95.557,1.707,0.362,380.177
2,900,1.707,0.293,95.504,1.694,0.362,375.069
2,950,1.709,0.292,95.521,1.668,0.338,382.212
2,1000,1.661,0.380,95.449,1.617,0.422,379.113
2,1050,1.620,0.419,95.283,1.609,0.434,377.465
2,1100,1.589,0.452,95.284,1.592,0.449,379.404
3,1150,1.599,0.442,93.123,1.589,0.452,379.410
3,1200,1.607,0.435,95.489,1.596,0.445,382.375
3,1250,1.602,0.439,95.482,1.584,0.459,379.648
3,1300,1.568,0.469,95.332,1.544,0.495,377.642
3,1350,1.580,0.460,95.425,1.533,0.514,378.843
3,1400,1.516,0.525,95.506,1.516,0.524,377.552
3,1450,1.537,0.503,95.362,1.491,0.550,379.124
3,1500,1.512,0.528,95.515,1.440,0.602,380.429
3,1550,1.491,0.550,95.492,1.410,0.631,380.248
3,1600,1.476,0.565,95.443,1.427,0.615,381.664
3,1650,1.481,0.560,95.613,1.409,0.632,377.488
4,1700,1.469,0.572,92.906,1.396,0.645,379.913
4,1750,1.497,0.544,95.307,1.420,0.622,380.355
4,1800,1.477,0.564,95.501,1.459,0.583,379.759
4,1850,1.482,0.559,95.437,1.459,0.581,378.152
4,1900,1.452,0.590,95.480,1.386,0.655,377.903
4,1950,1.473,0.569,95.451,1.399,0.642,380.216
4,2000,1.465,0.576,95.552,1.385,0.657,378.374
4,2050,1.466,0.576,95.360,1.389,0.653,375.443
4,2100,1.459,0.583,95.399,1.381,0.661,377.762
4,2150,1.463,0.579,95.436,1.422,0.619,377.976
4,2200,1.497,0.544,95.506,1.397,0.645,377.996
5,2250,1.454,0.587,92.403,1.429,0.613,379.377
5,2300,1.479,0.562,95.227,1.400,0.641,379.579
5,2350,1.468,0.573,95.527,1.386,0.655,379.068
5,2400,1.452,0.589,95.402,1.402,0.639,378.197
5,2450,1.471,0.570,95.528,1.387,0.654,380.873
5,2500,1.456,0.586,95.496,1.394,0.648,381.667
5,2550,1.462,0.579,95.393,1.395,0.647,380.900
5,2600,1.471,0.570,95.523,1.382,0.660,378.238
5,2650,1.462,0.579,95.509,1.382,0.659,380.747
5,2700,1.454,0.587,95.486,1.386,0.657,375.561
5,2750,1.461,0.580,95.456,1.402,0.639,379.469
6,2800,1.447,0.594,92.642,1.389,0.653,378.685
6,2850,1.454,0.587,95.402,1.380,0.662,376.090
6,2900,1.459,0.582,95.477,1.414,0.628,377.410
6,2950,1.464,0.577,95.283,1.389,0.652,380.311
6,3000,1.442,0.600,95.493,1.382,0.659,378.239
6,3050,1.460,0.581,95.511,1.374,0.667,377.013
6,3100,1.464,0.578,95.440,1.398,0.644,377.871
6,3150,1.456,0.585,95.464,1.378,0.663,377.201
6,3200,1.448,0.593,95.376,1.378,0.663,380.701
6,3250,1.435,0.607,95.423,1.379,0.662,378.202
6,3300,1.465,0.576,95.337,1.404,0.637,380.343
7,3350,1.446,0.595,92.878,1.416,0.625,375.294
7,3400,1.454,0.587,95.372,1.375,0.666,378.035
7,3450,1.455,0.587,95.376,1.394,0.647,381.273
7,3500,1.461,0.580,95.271,1.386,0.655,380.751
7,3550,1.444,0.597,95.141,1.380,0.662,376.313
7,3600,1.462,0.579,95.467,1.403,0.639,375.378
7,3650,1.435,0.606,95.496,1.380,0.661,381.178
