epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
9,8900,0.133,0.947,82.079,29.24,0.169,0.936,60.283,132.177
10,9000,0.13,0.947,81.791,29.343,0.166,0.937,60.461,131.787
10,9100,0.111,0.954,81.823,29.332,0.162,0.939,60.506,131.689
10,9200,0.109,0.956,81.559,29.427,0.165,0.938,60.46,131.789
10,9300,0.107,0.957,81.786,29.345,0.161,0.94,60.44,131.833
10,9400,0.11,0.956,81.784,29.345,0.167,0.938,60.37,131.986
10,9500,0.112,0.954,81.701,29.375,0.164,0.938,60.425,131.866
10,9600,0.109,0.956,81.604,29.41,0.161,0.94,60.457,131.796
10,9700,0.114,0.954,81.454,29.464,0.162,0.938,60.432,131.852
10,9800,0.109,0.956,81.562,29.425,0.176,0.935,60.328,132.078
10,9900,0.112,0.954,81.603,29.411,0.162,0.94,60.381,131.963
11,10000,0.107,0.957,81.83,29.329,0.164,0.941,60.355,132.02
