epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
3,2750,0.149,0.941,15.338,78.238,0.141,0.945,48.559,246.132
3,2800,0.137,0.947,15.363,78.108,0.141,0.946,48.595,245.949
3,2850,0.147,0.943,15.332,78.268,0.141,0.945,48.705,245.398
3,2900,0.139,0.945,15.324,78.307,0.145,0.944,48.555,246.152
3,2950,0.14,0.947,15.287,78.496,0.141,0.946,48.571,246.073
3,3000,0.132,0.948,15.452,77.659,0.138,0.947,48.517,246.345
3,3050,0.134,0.949,15.408,77.879,0.139,0.947,48.52,246.334
3,3100,0.145,0.944,15.358,78.137,0.145,0.945,48.435,246.766
3,3150,0.137,0.947,15.399,77.927,0.143,0.945,48.522,246.323
3,3200,0.135,0.947,15.3,78.431,0.138,0.947,48.53,246.282
3,3250,0.136,0.948,15.399,77.929,0.137,0.947,48.53,246.279
3,3300,0.141,0.946,15.347,78.19,0.14,0.947,48.554,246.161
3,3350,0.145,0.943,15.341,78.222,0.14,0.945,48.507,246.395
3,3400,0.138,0.947,15.449,77.675,0.136,0.948,48.434,246.77
3,3450,0.141,0.946,15.409,77.879,0.137,0.947,48.377,247.06
4,3500,0.131,0.949,15.57,77.069,0.134,0.948,48.436,246.759
4,3550,0.128,0.95,15.404,77.903,0.137,0.947,48.508,246.394
4,3600,0.132,0.949,15.421,77.813,0.136,0.948,48.549,246.183
4,3650,0.134,0.948,15.295,78.457,0.132,0.949,48.395,246.966
4,3700,0.137,0.947,15.387,77.987,0.135,0.948,48.483,246.522
4,3750,0.13,0.95,15.428,77.779,0.133,0.949,48.6,245.928
4,3800,0.126,0.951,15.391,77.967,0.143,0.947,48.568,246.087
4,3850,0.132,0.949,15.282,78.526,0.132,0.949,48.527,246.297
4,3900,0.125,0.952,15.406,77.892,0.134,0.949,48.479,246.539
4,3950,0.131,0.949,15.389,77.98,0.142,0.946,48.37,247.096
4,4000,0.123,0.953,15.481,77.516,0.133,0.949,48.532,246.271
4,4050,0.129,0.95,15.314,78.36,0.13,0.95,48.409,246.897
4,4100,0.132,0.948,15.469,77.573,0.136,0.948,48.542,246.219
4,4150,0.131,0.95,15.304,78.41,0.138,0.947,48.482,246.526
4,4200,0.122,0.952,15.454,77.649,0.132,0.949,48.465,246.612
4,4250,0.13,0.951,15.354,78.153,0.129,0.95,48.422,246.832
4,4300,0.131,0.949,15.48,77.518,0.138,0.947,48.429,246.795
4,4350,0.124,0.953,15.375,78.047,0.128,0.951,48.421,246.833
4,4400,0.127,0.951,15.382,78.012,0.139,0.947,48.473,246.571
4,4450,0.122,0.954,15.305,78.403,0.134,0.949,48.6,245.926
4,4500,0.129,0.951,15.359,78.13,0.14,0.948,48.318,247.359
4,4550,0.126,0.952,15.44,77.72,0.129,0.95,48.353,247.18
4,4600,0.129,0.951,15.306,78.399,0.132,0.95,48.483,246.52
4,4650,0.127,0.951,15.364,78.104,0.134,0.949,48.408,246.902
5,4700,0.113,0.956,15.448,77.678,0.139,0.947,48.297,247.468
5,4750,0.12,0.953,15.34,78.228,0.13,0.951,48.384,247.024
5,4800,0.124,0.952,15.332,78.266,0.126,0.951,48.327,247.317
5,4850,0.122,0.953,15.323,78.315,0.135,0.948,48.338,247.258
5,4900,0.116,0.955,15.333,78.261,0.14,0.945,48.3,247.452
5,4950,0.127,0.95,15.384,78.004,0.136,0.948,48.391,246.99
5,5000,0.118,0.954,15.211,78.891,0.129,0.951,48.222,247.855
