epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
2,50,1.724,0.276,46.484,1.730,0.253,151.559
4,100,1.715,0.267,59.564,1.712,0.258,268.765
5,150,1.612,0.406,61.012,1.522,0.508,210.030
7,200,1.519,0.510,59.367,1.512,0.517,227.846
8,250,1.494,0.537,61.160,1.486,0.548,229.842
10,300,1.467,0.568,59.964,1.444,0.592,224.575
11,350,1.436,0.600,61.088,1.408,0.630,219.013
13,400,1.390,0.648,59.551,1.409,0.629,227.762
15,450,1.363,0.676,59.708,1.378,0.661,249.996
16,500,1.346,0.693,61.003,1.367,0.673,235.926
18,550,1.333,0.708,59.713,1.400,0.638,249.023
19,600,1.325,0.715,60.897,1.375,0.664,214.999
21,650,1.325,0.715,59.470,1.341,0.699,236.097
22,700,1.300,0.741,61.013,1.348,0.691,229.755
24,750,1.288,0.752,59.904,1.336,0.704,251.178
25,800,1.280,0.762,61.539,1.334,0.705,222.799
27,850,1.269,0.772,58.901,1.322,0.718,229.828
29,900,1.252,0.790,59.329,1.321,0.719,239.494
30,950,1.247,0.795,60.617,1.314,0.725,221.999
32,1000,1.242,0.800,59.183,1.324,0.715,237.023
33,1050,1.227,0.816,61.024,1.323,0.717,229.974
35,1100,1.220,0.822,59.356,1.318,0.722,231.003
36,1150,1.207,0.836,61.204,1.325,0.715,221.467
38,1200,1.195,0.848,59.545,1.321,0.719,233.982
40,1250,1.194,0.848,59.856,1.320,0.719,241.439
41,1300,1.181,0.862,61.247,1.336,0.704,232.213
43,1350,1.175,0.868,60.201,1.319,0.721,243.901
44,1400,1.168,0.875,61.094,1.316,0.724,216.268
46,1450,1.159,0.884,59.924,1.318,0.722,228.430
47,1500,1.157,0.886,61.139,1.319,0.721,240.845
49,1550,1.150,0.894,59.780,1.327,0.714,248.651
50,1600,1.145,0.898,62.167,1.317,0.723,241.394
52,1650,1.143,0.900,59.129,1.316,0.724,241.264
54,1700,1.140,0.903,59.595,1.322,0.718,241.521
55,1750,1.140,0.903,61.131,1.321,0.719,229.130
57,1800,1.136,0.907,59.832,1.320,0.721,225.356
58,1850,1.132,0.911,61.141,1.317,0.724,225.241
