epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
1,50,0.662,0.629,42.046,28.54,0.656,0.636,144.743,82.574
1,100,0.656,0.637,39.601,30.302,0.66,0.636,87.861,136.033
1,150,0.658,0.635,40.482,29.643,0.656,0.636,89.64,133.333
1,200,0.653,0.643,40.649,29.521,0.656,0.636,90.096,132.659
1,250,0.657,0.636,40.825,29.394,0.656,0.636,90.404,132.207
1,300,0.655,0.638,40.808,29.406,0.656,0.636,90.555,131.986
1,350,0.662,0.627,40.868,29.363,0.656,0.636,90.546,131.999
1,400,0.66,0.63,40.845,29.379,0.656,0.636,90.848,131.56
1,450,0.658,0.633,40.83,29.39,0.656,0.636,90.679,131.806
1,500,0.66,0.628,40.79,29.419,0.656,0.636,90.303,132.355
1,550,0.658,0.635,40.772,29.432,0.656,0.636,90.531,132.02
1,600,0.653,0.641,40.865,29.365,0.656,0.636,90.781,131.657
1,650,0.653,0.641,40.861,29.368,0.656,0.636,90.472,132.108
1,700,0.657,0.636,40.789,29.42,0.656,0.636,90.222,132.474
1,750,0.659,0.631,40.764,29.438,0.656,0.636,90.483,132.091
1,800,0.662,0.625,40.669,29.506,0.657,0.636,90.058,132.715
1,850,0.653,0.642,40.424,29.685,0.656,0.636,89.765,133.147
1,900,0.662,0.625,40.647,29.522,0.658,0.636,89.919,132.919
1,950,0.657,0.635,40.705,29.48,0.657,0.636,90.279,132.39
1,1000,0.656,0.637,40.828,29.392,0.66,0.636,90.649,131.849
1,1050,0.616,0.678,40.9,29.34,0.538,0.73,90.743,131.713
1,1100,0.53,0.748,40.896,29.342,0.494,0.772,91.129,131.155
1,1150,0.446,0.797,40.982,29.281,0.419,0.816,91.16,131.11
2,1200,0.388,0.825,41.19,29.133,0.396,0.82,91.18,131.081
2,1250,0.383,0.828,40.967,29.292,0.372,0.833,90.737,131.721
2,1300,0.367,0.835,40.8,29.412,0.34,0.849,90.371,132.255
2,1350,0.339,0.85,40.638,29.529,0.333,0.854,90.069,132.698
2,1400,0.33,0.856,40.468,29.653,0.337,0.852,89.743,133.18
2,1450,0.331,0.854,40.376,29.721,0.329,0.853,89.596,133.398
2,1500,0.313,0.864,40.419,29.689,0.299,0.872,90.109,132.639
2,1550,0.306,0.869,40.563,29.584,0.294,0.874,90.179,132.537
2,1600,0.29,0.875,40.624,29.539,0.286,0.877,90.488,132.083
2,1650,0.286,0.877,40.806,29.407,0.294,0.875,90.554,131.988
2,1700,0.281,0.879,40.715,29.473,0.303,0.869,90.811,131.614
2,1750,0.291,0.876,40.767,29.435,0.269,0.884,90.704,131.77
2,1800,0.275,0.883,40.916,29.328,0.27,0.884,90.912,131.468
2,1850,0.272,0.886,40.87,29.362,0.272,0.884,91.078,131.228
2,1900,0.274,0.884,40.913,29.33,0.264,0.89,91.107,131.186
2,1950,0.271,0.886,40.965,29.293,0.252,0.895,91.173,131.091
2,2000,0.253,0.895,41.046,29.236,0.25,0.896,91.03,131.297
