epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
1,50,1.731,0.266,70.992,1.691,0.362,361.674
1,100,1.711,0.298,95.097,1.692,0.362,378.628
1,150,1.713,0.294,95.142,1.715,0.195,381.682
1,200,1.700,0.306,94.874,1.806,0.194,376.006
1,250,1.674,0.355,94.922,1.645,0.394,378.467
1,300,1.642,0.390,94.990,1.656,0.362,380.155
1,350,1.627,0.404,94.930,1.630,0.401,374.614
1,400,1.607,0.422,94.989,1.593,0.446,376.402
1,450,1.573,0.460,94.954,1.560,0.475,377.310
1,500,1.577,0.460,94.930,1.525,0.511,380.303
1,550,1.526,0.513,94.980,1.466,0.576,380.256
2,600,1.518,0.520,84.710,1.467,0.574,379.162
2,650,1.522,0.517,94.884,1.458,0.584,375.195
2,700,1.492,0.549,94.818,1.456,0.585,378.819
2,750,1.492,0.548,94.845,1.442,0.600,379.291
2,800,1.490,0.551,94.887,1.422,0.620,380.008
2,850,1.489,0.551,94.793,1.408,0.634,379.513
2,900,1.480,0.561,94.820,1.461,0.581,381.170
2,950,1.482,0.558,94.756,1.418,0.624,381.015
2,1000,1.472,0.569,94.746,1.398,0.644,377.247
2,1050,1.472,0.568,94.802,1.404,0.638,376.097
2,1100,1.459,0.582,94.829,1.420,0.621,377.088
3,1150,1.463,0.578,92.516,1.407,0.634,375.689
3,1200,1.464,0.577,94.772,1.416,0.625,378.037
3,1250,1.464,0.577,94.829,1.405,0.636,376.433
3,1300,1.456,0.585,94.802,1.387,0.654,380.074
3,1350,1.467,0.574,94.803,1.389,0.652,375.836
3,1400,1.454,0.587,94.695,1.385,0.657,376.441
3,1450,1.454,0.588,94.866,1.386,0.656,376.085
3,1500,1.470,0.570,94.702,1.388,0.654,378.377
3,1550,1.450,0.591,94.887,1.387,0.655,380.707
3,1600,1.463,0.578,94.778,1.385,0.656,380.008
3,1650,1.461,0.580,94.890,1.379,0.662,379.739
4,1700,1.456,0.585,92.889,1.385,0.656,377.685
4,1750,1.454,0.587,94.750,1.424,0.617,375.758
4,1800,1.441,0.600,94.845,1.384,0.658,378.899
4,1850,1.471,0.569,94.879,1.384,0.658,377.689
4,1900,1.440,0.601,94.872,1.389,0.653,378.819
4,1950,1.460,0.581,94.751,1.391,0.650,378.501
4,2000,1.459,0.581,94.898,1.377,0.665,379.595
4,2050,1.457,0.584,94.897,1.388,0.653,376.364
4,2100,1.450,0.592,94.930,1.407,0.634,376.913
4,2150,1.454,0.587,94.887,1.387,0.655,376.500
4,2200,1.436,0.605,94.761,1.382,0.659,378.204
5,2250,1.438,0.603,92.383,1.388,0.653,377.983
5,2300,1.442,0.599,94.918,1.385,0.656,377.957
5,2350,1.452,0.589,94.828,1.379,0.663,372.297
5,2400,1.443,0.599,94.824,1.389,0.652,382.287
5,2450,1.449,0.592,94.757,1.376,0.665,375.653
5,2500,1.453,0.588,94.766,1.388,0.653,380.596
5,2550,1.438,0.604,94.672,1.374,0.668,378.674
5,2600,1.441,0.600,94.793,1.383,0.658,376.775
5,2650,1.453,0.588,94.828,1.415,0.625,375.773
5,2700,1.461,0.579,94.822,1.375,0.667,377.896
5,2750,1.440,0.601,94.838,1.372,0.669,375.771
6,2800,1.451,0.590,92.140,1.389,0.651,377.919
6,2850,1.434,0.607,94.834,1.393,0.649,379.148
6,2900,1.443,0.598,94.778,1.376,0.665,377.882
6,2950,1.446,0.595,94.863,1.385,0.656,377.771
6,3000,1.425,0.616,94.859,1.361,0.680,381.077
6,3050,1.441,0.600,94.598,1.375,0.666,379.192
6,3100,1.434,0.607,94.858,1.418,0.623,374.365
6,3150,1.441,0.600,94.874,1.380,0.661,376.013
6,3200,1.428,0.613,94.922,1.361,0.681,379.583
6,3250,1.435,0.606,94.779,1.364,0.677,379.394
6,3300,1.433,0.608,94.824,1.376,0.665,379.450
7,3350,1.424,0.617,92.679,1.362,0.679,379.133
7,3400,1.442,0.599,94.807,1.375,0.665,377.398
7,3450,1.447,0.594,94.745,1.363,0.679,377.321
7,3500,1.424,0.617,94.900,1.401,0.640,378.574
7,3550,1.441,0.600,94.878,1.372,0.669,380.800
7,3600,1.428,0.613,94.836,1.365,0.677,381.421
7,3650,1.439,0.602,94.769,1.368,0.674,378.727
7,3700,1.423,0.619,94.744,1.369,0.673,376.363
7,3750,1.407,0.634,94.856,1.366,0.675,375.174
7,3800,1.433,0.607,94.899,1.363,0.679,381.150
7,3850,1.417,0.624,94.916,1.358,0.683,378.865
8,3900,1.419,0.622,92.048,1.362,0.679,375.217
8,3950,1.412,0.628,94.768,1.361,0.680,382.166
8,4000,1.428,0.613,94.792,1.384,0.658,378.649
8,4050,1.425,0.616,94.813,1.351,0.691,378.261
8,4100,1.411,0.630,94.872,1.369,0.672,381.024
8,4150,1.439,0.603,94.857,1.366,0.675,378.880
8,4200,1.418,0.623,94.824,1.378,0.663,378.521
8,4250,1.408,0.633,94.846,1.357,0.684,378.937
8,4300,1.429,0.609,94.867,1.372,0.667,378.574
8,4350,1.409,0.627,94.749,1.341,0.698,378.581
8,4400,1.409,0.627,94.827,1.379,0.658,375.668
9,4450,1.409,0.630,91.957,1.341,0.698,377.734
9,4500,1.427,0.611,94.819,1.344,0.695,382.066
9,4550,1.392,0.646,94.873,1.367,0.672,380.359
9,4600,1.419,0.620,94.844,1.343,0.696,378.528
9,4650,1.389,0.650,94.724,1.336,0.703,379.833
9,4700,1.388,0.651,94.715,1.338,0.701,379.276
9,4750,1.389,0.650,94.818,1.335,0.704,380.440
9,4800,1.384,0.654,94.718,1.354,0.686,376.957
9,4850,1.374,0.666,94.773,1.356,0.683,378.018
9,4900,1.391,0.648,94.875,1.375,0.665,378.183
9,4950,1.375,0.664,94.850,1.356,0.683,377.118
10,5000,1.381,0.659,91.824,1.343,0.697,378.101
