epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
4,4200,0.187,0.925,41.087,29.206,0.198,0.921,90.733,131.727
4,4250,0.181,0.928,41.067,29.22,0.192,0.924,91.035,131.29
4,4300,0.196,0.923,41.054,29.23,0.181,0.929,90.84,131.572
4,4350,0.184,0.926,41.192,29.132,0.189,0.925,91.033,131.293
4,4400,0.168,0.933,41.139,29.169,0.184,0.927,91.169,131.097
4,4450,0.171,0.932,40.956,29.3,0.184,0.928,91.213,131.034
4,4500,0.187,0.924,41.091,29.203,0.19,0.925,91.252,130.977
4,4550,0.191,0.923,41.167,29.149,0.201,0.918,91.21,131.038
4,4600,0.18,0.929,41.046,29.236,0.18,0.928,91.516,130.6
4,4650,0.169,0.932,41.07,29.218,0.186,0.926,91.083,131.222
5,4700,0.169,0.933,41.224,29.109,0.176,0.932,90.851,131.556
5,4750,0.16,0.936,41.012,29.26,0.188,0.926,90.805,131.622
5,4800,0.17,0.932,40.985,29.279,0.185,0.926,90.498,132.069
5,4850,0.169,0.934,40.972,29.289,0.177,0.929,90.543,132.004
5,4900,0.159,0.936,40.893,29.345,0.171,0.932,90.417,132.188
5,4950,0.166,0.934,40.955,29.3,0.179,0.929,90.425,132.175
5,5000,0.166,0.933,40.943,29.309,0.169,0.933,90.468,132.113
