epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
1,50,0.656,0.635,40.433,29.679,0.642,0.639,86.897,137.542
1,100,0.566,0.706,40.417,29.691,0.478,0.77,89.679,133.275
1,150,0.446,0.793,40.79,29.419,0.4,0.82,89.935,132.896
1,200,0.39,0.827,40.835,29.386,0.397,0.825,90.205,132.499
1,250,0.379,0.831,40.816,29.4,0.356,0.844,90.908,131.474
1,300,0.356,0.842,41.05,29.233,0.347,0.848,91.071,131.238
1,350,0.345,0.85,41.09,29.204,0.341,0.849,91.086,131.217
1,400,0.336,0.853,41.037,29.242,0.332,0.854,91.277,130.942
1,450,0.344,0.85,41.351,29.02,0.353,0.852,91.296,130.915
1,500,0.33,0.856,41.318,29.043,0.324,0.859,91.349,130.838
1,550,0.323,0.86,41.221,29.111,0.306,0.867,91.593,130.49
1,600,0.311,0.864,41.33,29.034,0.307,0.866,91.58,130.509
1,650,0.308,0.866,41.367,29.009,0.308,0.868,91.519,130.596
1,700,0.302,0.87,41.388,28.994,0.302,0.87,91.764,130.247
1,750,0.303,0.87,41.283,29.068,0.311,0.868,91.677,130.37
1,800,0.291,0.876,41.39,28.993,0.284,0.878,91.342,130.849
1,850,0.299,0.872,41.096,29.2,0.29,0.875,91.209,131.039
1,900,0.29,0.877,41.059,29.226,0.29,0.876,91.005,131.334
1,950,0.277,0.881,41.009,29.262,0.27,0.886,90.81,131.616
1,1000,0.26,0.889,41.052,29.232,0.29,0.88,90.654,131.842
1,1050,0.288,0.878,40.995,29.272,0.268,0.887,90.62,131.892
1,1100,0.289,0.878,40.997,29.27,0.293,0.874,90.984,131.364
1,1150,0.277,0.883,41.067,29.22,0.271,0.886,91.063,131.251
2,1200,0.267,0.889,41.212,29.118,0.261,0.892,91.049,131.27
2,1250,0.262,0.89,41.25,29.091,0.267,0.89,91.153,131.121
2,1300,0.271,0.887,41.122,29.181,0.256,0.894,91.146,131.13
2,1350,0.263,0.889,41.052,29.231,0.252,0.895,91.251,130.98
2,1400,0.251,0.895,41.23,29.105,0.259,0.891,91.347,130.842
2,1450,0.251,0.896,41.085,29.208,0.252,0.9,91.346,130.844
2,1500,0.249,0.898,41.347,29.022,0.261,0.892,91.405,130.759
2,1550,0.254,0.895,41.348,29.022,0.246,0.898,91.428,130.726
2,1600,0.252,0.893,41.198,29.127,0.243,0.9,91.704,130.332
2,1650,0.242,0.899,41.268,29.079,0.227,0.907,91.424,130.732
2,1700,0.23,0.906,41.34,29.027,0.233,0.904,91.196,131.058
2,1750,0.247,0.898,41.148,29.163,0.259,0.893,91.139,131.14
2,1800,0.242,0.9,41.05,29.233,0.235,0.904,91.193,131.063
2,1850,0.232,0.904,40.995,29.272,0.229,0.906,90.966,131.39
2,1900,0.236,0.904,40.999,29.269,0.258,0.892,90.768,131.676
2,1950,0.247,0.899,41.083,29.209,0.255,0.895,90.652,131.846
2,2000,0.229,0.907,40.926,29.321,0.221,0.91,90.507,132.056
2,2050,0.221,0.909,40.954,29.301,0.223,0.91,90.582,131.947
2,2100,0.228,0.909,41.044,29.237,0.234,0.904,90.5,132.066
2,2150,0.22,0.912,40.946,29.307,0.215,0.913,90.58,131.95
2,2200,0.215,0.912,40.79,29.419,0.216,0.913,90.444,132.148
2,2250,0.223,0.91,40.989,29.276,0.216,0.913,90.543,132.004
2,2300,0.225,0.909,40.862,29.367,0.219,0.911,90.62,131.892
3,2350,0.237,0.903,41.255,29.087,0.224,0.909,90.718,131.749
3,2400,0.217,0.913,40.98,29.283,0.216,0.913,90.997,131.345
3,2450,0.206,0.916,41.167,29.15,0.244,0.902,91.034,131.291
3,2500,0.217,0.912,41.066,29.221,0.205,0.918,91.023,131.308
3,2550,0.211,0.915,41.097,29.2,0.212,0.915,91.161,131.109
3,2600,0.211,0.915,41.077,29.214,0.206,0.918,91.107,131.186
3,2650,0.209,0.915,41.112,29.189,0.205,0.917,91.31,130.894
3,2700,0.224,0.908,41.03,29.247,0.2,0.92,91.201,131.051
3,2750,0.208,0.916,41.171,29.147,0.208,0.917,91.255,130.974
3,2800,0.203,0.919,41.188,29.135,0.207,0.917,91.27,130.952
3,2850,0.215,0.912,41.395,28.989,0.209,0.916,91.297,130.913
3,2900,0.209,0.916,41.204,29.123,0.213,0.913,91.11,131.182
3,2950,0.2,0.919,41.116,29.186,0.202,0.919,90.929,131.443
3,3000,0.231,0.906,41.051,29.232,0.202,0.919,90.809,131.616
3,3050,0.205,0.917,41.08,29.211,0.231,0.906,90.943,131.422
3,3100,0.196,0.922,41.095,29.201,0.196,0.922,90.744,131.711
3,3150,0.202,0.919,40.941,29.311,0.194,0.922,90.617,131.896
3,3200,0.186,0.926,40.83,29.39,0.205,0.919,90.613,131.902
3,3250,0.209,0.915,40.974,29.287,0.207,0.917,90.42,132.183
3,3300,0.193,0.922,40.858,29.37,0.208,0.916,90.299,132.36
3,3350,0.204,0.916,40.895,29.344,0.202,0.919,90.268,132.405
3,3400,0.201,0.919,40.949,29.305,0.203,0.919,90.446,132.146
3,3450,0.19,0.925,40.933,29.316,0.198,0.921,90.905,131.478
4,3500,0.188,0.923,41.183,29.138,0.201,0.919,90.804,131.625
4,3550,0.199,0.919,40.939,29.312,0.193,0.922,90.89,131.499
4,3600,0.184,0.926,41.1,29.197,0.185,0.926,91.145,131.132
4,3650,0.191,0.923,41.114,29.187,0.199,0.921,91.119,131.169
4,3700,0.187,0.925,41.117,29.185,0.19,0.925,91.105,131.189
4,3750,0.192,0.922,41.097,29.199,0.197,0.922,91.244,130.989
4,3800,0.187,0.925,41.132,29.175,0.193,0.924,91.218,131.027
4,3850,0.186,0.926,41.246,29.094,0.191,0.923,91.546,130.557
4,3900,0.186,0.924,41.062,29.224,0.183,0.927,91.267,130.957
4,3950,0.195,0.922,41.13,29.175,0.186,0.926,91.076,131.231
4,4000,0.19,0.924,41.052,29.231,0.182,0.928,91.103,131.193
4,4050,0.177,0.929,41.023,29.252,0.18,0.928,90.847,131.562
4,4100,0.176,0.93,41.01,29.261,0.18,0.929,90.72,131.746
4,4150,0.183,0.927,40.96,29.297,0.194,0.923,90.777,131.663
