epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
6,5100,0.111,0.958,32.417,74.036,0.119,0.955,34.161,233.246
6,5200,0.105,0.96,32.281,74.346,0.116,0.955,34.284,232.409
6,5300,0.104,0.96,32.393,74.091,0.119,0.953,34.113,233.579
6,5400,0.109,0.958,32.445,73.972,0.122,0.954,34.222,232.83
6,5500,0.108,0.959,32.45,73.96,0.124,0.95,34.166,233.213
6,5600,0.118,0.955,32.457,73.944,0.12,0.954,34.108,233.608
6,5700,0.11,0.958,32.479,73.894,0.115,0.957,34.209,232.92
6,5800,0.109,0.959,32.278,74.355,0.125,0.952,34.315,232.203
6,5900,0.107,0.959,32.438,73.987,0.128,0.952,34.252,232.626
7,6000,0.104,0.96,32.515,73.812,0.117,0.955,34.116,233.555
7,6100,0.1,0.962,32.43,74.005,0.124,0.956,34.263,232.556
7,6200,0.097,0.963,32.343,74.205,0.111,0.958,34.13,233.464
7,6300,0.094,0.964,32.448,73.963,0.113,0.957,34.049,234.019
7,6400,0.096,0.963,32.382,74.114,0.11,0.958,34.197,233.005
7,6500,0.096,0.963,32.431,74.003,0.118,0.955,34.123,233.51
7,6600,0.1,0.962,32.361,74.163,0.115,0.955,34.215,232.878
7,6700,0.106,0.96,32.311,74.277,0.116,0.956,34.165,233.221
7,6800,0.106,0.96,32.365,74.154,0.116,0.956,34.105,233.631
7,6900,0.104,0.96,32.399,74.077,0.115,0.956,34.095,233.698
8,7000,0.1,0.962,32.666,73.471,0.116,0.958,34.051,234.004
8,7100,0.095,0.964,32.372,74.138,0.111,0.957,34.183,233.101
8,7200,0.098,0.962,32.438,73.987,0.118,0.954,34.137,233.414
8,7300,0.093,0.964,32.4,74.074,0.112,0.958,34.109,233.602
8,7400,0.095,0.964,32.371,74.14,0.109,0.958,34.104,233.637
8,7500,0.093,0.965,32.358,74.17,0.112,0.959,34.198,232.996
8,7600,0.09,0.965,32.473,73.907,0.109,0.958,34.163,233.232
8,7700,0.098,0.963,32.428,74.01,0.113,0.956,34.143,233.372
8,7800,0.101,0.961,32.46,73.938,0.109,0.958,34.182,233.105
8,7900,0.097,0.964,32.273,74.366,0.11,0.958,34.2,232.98
9,8000,0.1,0.962,32.494,73.86,0.111,0.959,34.203,232.964
9,8100,0.088,0.967,32.351,74.186,0.12,0.956,34.104,233.641
9,8200,0.082,0.968,32.335,74.222,0.114,0.959,34.034,234.117
9,8300,0.086,0.967,32.382,74.115,0.113,0.957,34.096,233.696
9,8400,0.086,0.967,32.379,74.122,0.112,0.958,34.103,233.642
9,8500,0.088,0.966,32.302,74.298,0.115,0.958,34.056,233.968
9,8600,0.093,0.964,32.487,73.876,0.125,0.953,34.279,232.447
9,8700,0.099,0.962,32.434,73.996,0.108,0.959,34.077,233.824
9,8800,0.093,0.964,32.38,74.12,0.138,0.948,34.087,233.754
9,8900,0.093,0.964,32.323,74.25,0.118,0.958,34.066,233.899
10,9000,0.088,0.966,32.527,73.785,0.151,0.946,34.093,233.717
10,9100,0.089,0.966,32.298,74.307,0.111,0.959,34.027,234.169
10,9200,0.086,0.967,32.409,74.053,0.116,0.956,34.077,233.82
10,9300,0.082,0.969,32.291,74.325,0.108,0.959,34.08,233.801
10,9400,0.081,0.969,32.304,74.293,0.111,0.96,34.202,232.97
10,9500,0.085,0.967,32.296,74.313,0.111,0.958,34.21,232.914
10,9600,0.084,0.968,32.347,74.195,0.114,0.959,34.165,233.22
10,9700,0.087,0.967,32.35,74.189,0.114,0.958,34.081,233.796
10,9800,0.084,0.968,32.362,74.161,0.109,0.96,34.209,232.922
10,9900,0.083,0.968,32.183,74.574,0.108,0.96,34.087,233.757
11,10000,0.091,0.965,32.586,73.651,0.109,0.959,34.124,233.499
