epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
2,50,1.726,0.271,46.537,1.717,0.258,148.335
4,100,1.713,0.274,60.108,1.726,0.254,230.365
5,150,1.713,0.269,61.254,1.717,0.256,237.475
7,200,1.713,0.269,59.758,1.718,0.258,229.190
8,250,1.678,0.306,61.054,1.632,0.358,226.992
10,300,1.571,0.455,59.319,1.565,0.456,238.466
11,350,1.506,0.528,61.105,1.519,0.516,248.404
13,400,1.438,0.599,59.827,1.476,0.562,233.598
15,450,1.407,0.630,59.735,1.439,0.597,220.622
16,500,1.395,0.643,61.176,1.458,0.581,240.452
18,550,1.392,0.646,60.301,1.426,0.613,224.685
19,600,1.371,0.667,61.227,1.408,0.631,259.399
21,650,1.352,0.688,60.003,1.413,0.626,254.359
22,700,1.357,0.682,61.167,1.387,0.652,229.483
24,750,1.345,0.694,59.786,1.391,0.648,231.001
25,800,1.337,0.704,62.173,1.377,0.662,236.147
27,850,1.330,0.709,59.028,1.377,0.662,231.573
29,900,1.314,0.726,59.594,1.359,0.682,231.795
30,950,1.316,0.724,60.926,1.383,0.657,229.598
32,1000,1.306,0.735,60.058,1.360,0.680,240.576
33,1050,1.295,0.746,61.521,1.348,0.693,236.348
35,1100,1.294,0.747,60.108,1.351,0.689,229.174
36,1150,1.283,0.758,60.853,1.343,0.696,242.042
38,1200,1.271,0.770,59.761,1.330,0.711,254.103
40,1250,1.267,0.774,59.651,1.346,0.694,229.451
41,1300,1.263,0.779,61.313,1.333,0.707,242.922
43,1350,1.255,0.787,59.431,1.313,0.728,242.606
44,1400,1.244,0.798,61.156,1.319,0.721,212.364
46,1450,1.256,0.786,60.588,1.320,0.720,262.607
47,1500,1.248,0.793,61.312,1.319,0.721,240.314
49,1550,1.242,0.800,59.852,1.308,0.732,230.429
50,1600,1.231,0.811,61.995,1.309,0.731,232.880
52,1650,1.227,0.815,59.215,1.302,0.738,234.084
54,1700,1.217,0.825,59.625,1.303,0.737,238.242
55,1750,1.215,0.828,61.274,1.309,0.731,235.295
57,1800,1.208,0.835,59.689,1.310,0.730,239.585
58,1850,1.204,0.839,61.402,1.300,0.740,225.462
60,1900,1.197,0.846,59.869,1.305,0.735,235.584
61,1950,1.189,0.854,61.420,1.305,0.735,224.323
63,2000,1.186,0.857,60.252,1.301,0.739,236.752
65,2050,1.179,0.864,59.617,1.299,0.742,231.153
66,2100,1.174,0.869,61.501,1.308,0.733,234.720
68,2150,1.172,0.871,59.242,1.306,0.735,231.416
69,2200,1.165,0.879,61.055,1.302,0.738,230.420
71,2250,1.165,0.879,59.571,1.307,0.734,251.845
72,2300,1.172,0.871,60.592,1.309,0.732,239.305
74,2350,1.160,0.883,59.239,1.311,0.730,240.897
75,2400,1.152,0.892,61.640,1.304,0.737,225.447
77,2450,1.148,0.895,59.212,1.302,0.739,257.167
79,2500,1.148,0.895,59.361,1.303,0.738,234.696
80,2550,1.144,0.900,61.363,1.303,0.738,253.511
82,2600,1.144,0.900,59.554,1.301,0.740,211.450
83,2650,1.140,0.903,61.295,1.308,0.733,229.398
85,2700,1.137,0.906,60.086,1.305,0.736,232.276
86,2750,1.138,0.906,61.272,1.304,0.736,219.918
88,2800,1.136,0.908,59.652,1.304,0.737,229.381
90,2850,1.132,0.911,59.741,1.305,0.736,222.644
91,2900,1.132,0.911,61.424,1.308,0.733,235.528
93,2950,1.131,0.913,59.639,1.302,0.739,238.790
94,3000,1.130,0.913,61.336,1.307,0.734,235.250
96,3050,1.127,0.917,59.077,1.301,0.740,242.380
97,3100,1.129,0.915,61.232,1.301,0.740,235.880
99,3150,1.126,0.917,59.299,1.303,0.738,247.997
