epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
4,4300,0.189,0.925,41.064,29.223,0.189,0.926,90.829,131.588
4,4350,0.176,0.93,40.991,29.275,0.19,0.924,91.026,131.303
4,4400,0.189,0.924,41.018,29.255,0.178,0.929,90.657,131.838
4,4450,0.176,0.928,41.007,29.263,0.184,0.928,90.464,132.119
4,4500,0.174,0.93,40.938,29.312,0.175,0.931,90.6,131.921
4,4550,0.17,0.933,41.064,29.222,0.174,0.931,90.815,131.608
4,4600,0.164,0.934,41.033,29.245,0.172,0.932,91.002,131.337
4,4650,0.173,0.932,41.006,29.264,0.178,0.93,90.921,131.455
5,4700,0.172,0.931,41.318,29.043,0.197,0.921,91.033,131.293
5,4750,0.171,0.93,41.033,29.245,0.178,0.929,91.344,130.846
5,4800,0.161,0.936,41.116,29.186,0.175,0.93,91.045,131.275
5,4850,0.163,0.935,41.227,29.107,0.176,0.931,91.01,131.327
5,4900,0.176,0.93,41.052,29.231,0.175,0.931,91.141,131.138
5,4950,0.171,0.932,41.08,29.211,0.173,0.932,91.045,131.276
5,5000,0.169,0.933,41.014,29.258,0.174,0.931,90.958,131.401
