epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
9,8600,0.117,0.954,26.657,90.032,0.135,0.948,30.34,262.628
9,8700,0.12,0.953,26.751,89.715,0.128,0.95,30.365,262.405
9,8800,0.116,0.955,26.671,89.986,0.127,0.951,30.267,263.255
9,8900,0.116,0.955,26.723,89.809,0.129,0.95,30.321,262.791
10,9000,0.12,0.953,26.833,89.443,0.131,0.951,30.365,262.406
10,9100,0.116,0.955,26.667,89.999,0.133,0.949,30.196,263.875
10,9200,0.115,0.955,26.717,89.831,0.131,0.95,30.323,262.771
10,9300,0.117,0.954,26.744,89.741,0.132,0.949,30.272,263.212
10,9400,0.114,0.955,26.665,90.004,0.13,0.95,30.261,263.312
10,9500,0.121,0.953,26.698,89.895,0.148,0.942,30.279,263.149
10,9600,0.125,0.952,26.621,90.155,0.151,0.943,30.333,262.687
10,9700,0.113,0.956,26.793,89.577,0.148,0.945,30.392,262.175
10,9800,0.121,0.953,26.574,90.314,0.126,0.951,30.276,263.183
10,9900,0.112,0.957,26.675,89.973,0.131,0.949,30.335,262.669
11,10000,0.116,0.955,26.792,89.58,0.13,0.95,30.438,261.776
